food_id,food_name,id,name,"Energy, by calculation,kcal","Total energy - by calculation,kcal","Protein, total,g","Moisture,g","Fat, total,g","Ash,g","Iron,mg","Calcium,mg","Sodium,mg","Carbohydrate, available,g","b-carotene,mcg","Vitamin D (D2+D3),mcg","Magnesium,mg","Niacin,mg","Fatty acids, total monounsaturated,g","Folate, total,mcg","Riboflavin,mg","Copper,mg","Carbohydrate, total,g","Edible portion,%","Potassium,mg","Fatty acids, total omega-3 polyunsaturated,g","Fatty acids, total omega-6 polyunsaturated,g","Retinol,mcg","Alpha-tocopherol,mg","Vitamin B-6, total,mg","Vitamin B-12,mcg","Phosphorus,mg","Vitamin A; retinol activity equivalent,mcg","Fatty acids, total saturated,g","Vitamin C,mg","Cholesterol,mg","Density,g/mL","Fatty acids, total polyunsaturated,g","Thiamin,mg","True protein,g","Selenium,mcg","Dietary fibre,g","Zinc,mg","Sugars, total,g",Source_id
195,บัวลอย,1611,ขนมบัวลอย,145,NULL,1.25,65,2.4,1.4,0.3,10,266,29.35,6,NULL,NULL,NULL,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07,NULL,NULL,NULL,NULL,NULL,1,2.03,NULL,NULL,NULL,0.07,NULL,NULL,NULL,0.6,NULL,NULL,1
202,ปลาซาบะย่างซีอิ๊ว,1207,"ปลาซาบะ, นึ่งซีอิ้ว, บรรจุกระป๋อง",288,NULL,12.27,52.1,21.88,3.15,1.58,140,673,10.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,NULL,1.53,1
203,ปลาดุกทอด,1097,"ปลาดุกอุย, ทอด",315,NULL,28.1,51.8,22.5,1.9,2.3,91,95,NULL,NULL,NULL,NULL,4.1,7.13,NULL,0.23,0.1,NULL,NULL,470,1.57,6.77,NULL,NULL,NULL,NULL,289,NULL,5.58,NULL,118,NULL,8.33,0.09,NULL,NULL,NULL,0.5,NULL,1
204,ปลาดุกย่าง,1098,"ปลาดุกอุย, ย่าง",276,NULL,28.13,52,17.9,1.4,3.9,103,91,0.57,NULL,NULL,NULL,4.3,6.73,NULL,0.13,0.2,NULL,NULL,408,0.69,3.01,NULL,NULL,NULL,NULL,245,NULL,6.11,NULL,156,NULL,3.7,0.09,25.63,NULL,NULL,1,NULL,1
205,ปลาดุกแดดเดียว,1210,ปลาดุกแดดเดียว,166,NULL,20.2,66.8,9.5,4.1,0.8,28,817,NULL,NULL,NULL,NULL,NULL,3.81,NULL,NULL,NULL,NULL,NULL,NULL,0.3,0.08,NULL,NULL,NULL,NULL,NULL,NULL,3.32,NULL,93,NULL,1.87,NULL,NULL,NULL,NULL,NULL,NULL,1
207,ปลาทูนึ่ง,1104,"ปลาทู, นึ่ง",137,NULL,24.45,70,4.37,4.67,2.21,168,816,NULL,NULL,NULL,54,5.95,1.04,NULL,0.17,0.14,NULL,NULL,629,0.33,0.06,10,NULL,NULL,NULL,479,10,1.29,NULL,88,NULL,0.38,0.13,NULL,NULL,NULL,0.93,NULL,1
209,ปลานิลทอด,1114,"ปลานิล, ทอด",321,NULL,30.63,44.7,21.8,2.3,2.1,264,146,0.57,NULL,NULL,NULL,2.5,5.45,NULL,0.42,0.1,NULL,NULL,600,2.21,7.68,NULL,NULL,NULL,NULL,328,NULL,4.71,NULL,69,NULL,9.9,0.04,27.5,NULL,NULL,0.4,NULL,1
775,ปลาร้า,1221,"ปลาร้า, จากท้องตลาด",97,NULL,12.97,52.2,4.06,28.27,5.78,1,6,2.01,NULL,NULL,NULL,0.8,NULL,NULL,0.12,NULL,NULL,NULL,195,NULL,NULL,3,NULL,NULL,NULL,885,3,NULL,NULL,NULL,NULL,NULL,0.01,NULL,NULL,0.5,NULL,NULL,1
213,ปลาส้มทอด,1237,"ปลาส้ม, ตัวใหญ่, เฉพาะเนื้อ, ทอด",NULL,348,25.21,39.3,26.28,6.62,1.06,179,1,NULL,NULL,NULL,27,NULL,NULL,NULL,NULL,0.03,2.59,NULL,211,NULL,NULL,NULL,NULL,NULL,NULL,272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.32,NULL,NULL,0.81,NULL,1
211,ปลาสลิดทอด,1241,"ปลาสลิด, หมักเกลือ, แห้ง, ทอด",392,NULL,42.7,25.1,24.32,7.28,1.36,468,1,0.57,NULL,NULL,50,2.23,5.59,NULL,0.78,0.07,NULL,NULL,300,1.71,5.77,7,NULL,NULL,NULL,479,NULL,4.18,NULL,155,NULL,7.48,0.06,39.38,NULL,NULL,1.53,NULL,1
212,ปลาสำลีนึ่ง,1136,"ปลาสำลี, นึ่ง",163,NULL,21.25,68.1,8.6,1.8,0.8,62,344,0.25,NULL,NULL,NULL,6.7,3.07,NULL,0.13,0.1,NULL,NULL,264,0.73,0.07,NULL,NULL,NULL,NULL,173,NULL,3.77,NULL,92,NULL,0.8,0.05,20,NULL,NULL,0.7,NULL,1
214,ปลาหมึกกรอบ,1245,"ปลาหมึก, กรอบ, ปรุงรส",NULL,363,24.93,2.7,2.03,9,2.2,112,2,NULL,NULL,NULL,NULL,NULL,0.62,NULL,0.01,NULL,61.34,NULL,NULL,0.02,0.04,NULL,NULL,NULL,NULL,NULL,NULL,0.98,NULL,92,NULL,0.3,1.76,NULL,NULL,NULL,NULL,34.12,1
215,ปลาหมึกเส้น,1709,"ปลาหมึก, เส้น, ปรุงรส",NULL,304,62.96,21.1,3.83,7.65,1.08,93,1,NULL,NULL,NULL,NULL,NULL,0.43,NULL,0.07,NULL,4.47,NULL,NULL,1.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.63,NULL,771,NULL,1.59,0.13,NULL,NULL,NULL,NULL,3.1,1
218,ปลาอินทรีย์ทอด,1153,"ปลาอินทรี, ชิ้น, ทอด",190,NULL,28.13,61.2,8.5,1.9,0.5,27,161,0.27,NULL,NULL,NULL,3.2,2.03,NULL,0.23,0.1,NULL,NULL,390,1.14,2.24,NULL,NULL,NULL,NULL,312,NULL,2.12,NULL,81,NULL,3.38,0.04,25.63,NULL,NULL,0.2,NULL,1
221,ปอเปี๊ยะทอด,1710,"ปอเปี๊ยะ, กุ้ง",160,NULL,12.75,60.1,2.29,1.84,0.65,119,294,21.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,1.56,1
222,ปอเปี๊ยะสด,1711,ปอเปี๊ยะสด,170,NULL,4.99,63.6,5.57,NULL,NULL,NULL,375,24.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.7,NULL,NULL,1
224,ปาท่องโก๋,1712,ปาท่องโก๋,436,NULL,4.38,21,25.67,1.8,NULL,NULL,NULL,46.28,NULL,NULL,NULL,NULL,9.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.14,NULL,NULL,NULL,3.44,NULL,NULL,NULL,0.9,NULL,NULL,1
518,ปีกไก่ทอด,899,"ไก่, ปีก, ทอด",290,NULL,27.6,53,19.9,1.3,1.2,21,111,NULL,NULL,NULL,NULL,7.1,7.5,NULL,0.41,0.13,NULL,54,203,NULL,NULL,6,NULL,NULL,NULL,213,6,5.75,NULL,196,NULL,4.94,0.03,NULL,NULL,NULL,2.5,NULL,1
669,ปีกไก่ย่าง,900,"ไก่, ย่าง",184,NULL,29.65,59.5,6.95,2.75,1.4,28,546,0.45,NULL,NULL,33,NULL,2.35,NULL,0.07,0.08,NULL,NULL,343,0.08,1.44,23,NULL,NULL,NULL,260,NULL,2.31,NULL,151,NULL,2.29,0.08,NULL,NULL,0.7,1.4,NULL,1
762,ปูดอง,1255,"ปูม้า, ดอง",80,NULL,15.11,70.9,0.92,10.25,NULL,NULL,NULL,2.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
227,ปูม้านึ่ง,1160,ปูม้า,73,NULL,15.1,80.5,0.72,2.14,1.7,127,NULL,1.6,NULL,NULL,NULL,2.8,NULL,NULL,0.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214,NULL,NULL,NULL,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,1
230,ผัดกระเพรา,1561,ข้าวราดไก่ผัดใบกะเพรา,NULL,188,8.61,59.5,6.55,1.74,0.4,172,NULL,NULL,NULL,NULL,NULL,2.5,NULL,NULL,0.19,NULL,23.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,0.07,NULL,NULL,NULL,NULL,NULL,1
230,ผัดกระเพรา,1446,กระเพราไก่,155,NULL,21.94,68,6.72,1.07,1.42,15,314,1.06,136,NULL,36,NULL,NULL,NULL,0.07,0.11,NULL,NULL,275,NULL,NULL,13,NULL,NULL,NULL,166,25,0.46,2,156,NULL,NULL,0.13,NULL,NULL,1.2,0.86,1.05,1
34,ผัดขี้เมา,1524,"ก๋วยเตี๋ยว, ผัดขี้เมา",NULL,216,19.5,56.6,9.8,1.6,NULL,NULL,702,12.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
511,ผัดขี้เมาหมู,1544,ข้าวกล้อง-ขี้เมาหมู,129,NULL,6.67,69.1,3.07,1.3,0.5,26,226,17.42,423,NULL,NULL,NULL,1.06,NULL,0.02,NULL,NULL,NULL,NULL,0.08,0.95,126,NULL,NULL,NULL,NULL,161,0.76,NULL,9,NULL,1.04,0.27,NULL,NULL,2.4,NULL,0.55,1
575,ผัดซีอิ๊วหมู,1587,"เส้นหมี่, ผัดซีอิ้ว",NULL,164,2.4,60.1,2.1,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2,NULL,NULL,0.05,NULL,33.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,1
575,ผัดซีอิ๊วหมู,2161,ก๋วยเตี๋ยวเส้นใหญ่ผัดซีอิ้วใส่ไข่,195,NULL,6,NULL,10,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,NULL,NULL,2
575,ผัดซีอิ๊วหมู,2174,เส้นหมี่ผัดซีอิ้ว,164,NULL,2,NULL,2,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
234,ผัดผักรวมมิตร,1553,ข้าวผัดผัก,178,NULL,3.6,59.8,5.1,1.3,0.4,7,268,28.5,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.14,NULL,NULL,1.7,NULL,2.2,1
372,ผัดหอยลาย,1177,"หอยลาย, ผัด",66,NULL,9.68,82.9,1.6,2.54,12.58,110,NULL,3.28,NULL,NULL,89,1.09,0.29,NULL,0.23,NULL,NULL,NULL,161,0.22,0.49,18,NULL,NULL,NULL,NULL,18,0.49,NULL,37,NULL,0.72,NULL,NULL,NULL,NULL,0.99,NULL,1
239,ผัดเปรี้ยวหวานไก่,1502,ผัดเปรี้ยวหวานไก่,95,NULL,4.45,75.8,1.85,1.85,NULL,NULL,345,14.11,270,NULL,NULL,NULL,0.47,NULL,NULL,NULL,NULL,NULL,242,0.08,0.88,NULL,NULL,NULL,NULL,NULL,22,0.33,2,8,NULL,0.96,NULL,NULL,NULL,1.9,NULL,13.21,1
4,ผัดเผ็ดกบ,1445,"กบ, ทอดกรอบ, ผัดเผ็ด",510,NULL,30.8,1.7,31.3,9.8,NULL,NULL,NULL,26.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.9,NULL,1
240,ผัดเผ็ดถั่วฝักยาว,1504,ผัดเผ็ดถั่วฝักยาว,127,NULL,21.34,66.9,2.7,3.21,2.58,26,563,2.83,205,NULL,44,NULL,NULL,NULL,0.07,0.09,NULL,NULL,342,NULL,NULL,NULL,NULL,NULL,NULL,167,17,1.22,2,61,NULL,NULL,0.11,NULL,NULL,3,0.84,0.07,1
242,ผัดเผ็ดไก่,1503,ผัดเผ็ดไก่,133,NULL,13.77,68.9,5.53,2.7,2.6,52,408,4.37,NULL,NULL,NULL,NULL,1.28,NULL,NULL,NULL,NULL,NULL,518,0.28,2.73,NULL,NULL,NULL,NULL,NULL,NULL,1.22,NULL,30,NULL,3.02,NULL,NULL,NULL,5.5,NULL,4.37,1
243,ผัดไทย,1525,"ก๋วยเตี๋ยว, ผัดไทย",171,NULL,6.83,62.1,6.33,2.07,1.5,95,445,20.67,NULL,NULL,NULL,1.7,2.02,NULL,0.76,NULL,NULL,NULL,163,0.19,2.62,9,NULL,NULL,NULL,109,9,1.22,1,57,NULL,2.81,0.07,NULL,NULL,2,NULL,9.97,1
244,ฝรั่ง,739,"ฝรั่ง รวมสายพันธุ์",39,NULL,0.55,88.2,0.08,0.4,0.26,3,9,7.13,15,NULL,6,1.1,NULL,NULL,0.06,0.05,NULL,NULL,175,NULL,NULL,NULL,NULL,NULL,NULL,14,1,NULL,173,NULL,NULL,NULL,0.04,NULL,0.1,3.7,0.08,6.23,1
438,พะแนงไก่หมู,1466,"แกงพะแนง, ไก่",150,NULL,13.43,69.8,8.09,2.29,1.2,18,504,5.31,NULL,NULL,NULL,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,NULL,1,NULL,3.79,1
246,พายกรอบ,1716,พายกรอบ,564,NULL,9.05,1.1,36.35,1.95,0.7,25,442,48.6,NULL,NULL,NULL,NULL,NULL,NULL,0.06,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,0.19,NULL,NULL,3,NULL,14.3,1
247,พิชตาชิโอ,1717,"พิชตาชิโอ, อบเกลือ",631,NULL,20.17,1.7,54.44,4.71,2.06,122,501,10.99,NULL,NULL,NULL,NULL,NULL,NULL,0.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.37,NULL,NULL,8,NULL,7.04,1
1,พิซซ่า,1434,"พิซซ่า, ซุปเปอร์สุพรีม",NULL,255,12.96,46.2,9.59,2.15,1.58,95,587,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,29.11,NULL,176,NULL,NULL,NULL,NULL,NULL,NULL,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.58,NULL,1
1,พิซซ่า,1435,"พิซซ่า, ทะเล, ชนิดบาง",232,NULL,15.16,47.9,7.92,2.22,NULL,NULL,NULL,23.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.4,NULL,NULL,1
1,พิซซ่า,1436,"พิซซ่า, ทะเล, ชนิดหนา",NULL,251,14.05,44.2,7.14,1.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1,พิซซ่า,1437,"พิซซ่า, หน้าต่างๆ (ไก่,เนื้อ,เบคอน,ผัก,มายองเนส, ทูน่า)",243,NULL,11.84,47.3,9.32,2.42,1.13,149,487,26.95,45,NULL,24,NULL,2.93,NULL,3.4,0.07,NULL,NULL,188,0.05,0.11,42,NULL,NULL,NULL,160,NULL,4.74,1,13,NULL,1.66,4.38,NULL,NULL,2.1,1.33,3.25,1
1,พิซซ่า,1438,"พิซซ่า, ฮาวายเอี้ยน, ชนิดหนา",NULL,245,12.82,46.9,8.13,1.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
732,ฟองเต้าหู้,391,"ฟองเต้าหู้, แช่น้ำ",120,NULL,11.63,78.3,7.69,0.56,1.97,45,NULL,0.12,NULL,NULL,38,7.35,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.06,NULL,NULL,1.7,1.37,NULL,1
250,ฟักทอง,564,"ฟักทอง, เนื้อ, ไม่ปอกเปลือก, ต้ม สายพันธุ์ต่างๆ",52,NULL,1.18,85.6,0.41,0.78,0.41,10,6,9.83,NULL,NULL,10,NULL,NULL,NULL,NULL,0.07,NULL,NULL,167,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2,0.22,NULL,1
250,ฟักทอง,562,"ฟักทอง, เนื้อ, ปอกเปลือก, ต้ม สายพันธุ์ต่างๆ",59,NULL,0.97,84.1,0.32,0.66,0.4,12,8,12.24,NULL,NULL,12,NULL,NULL,NULL,NULL,0.1,NULL,NULL,175,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,1.7,0.23,NULL,1
251,ฟักทองฉาบ,1718,ฟักทองฉาบ,526,NULL,5.2,3.4,33.05,2.65,2.5,30,184,48.35,3,NULL,NULL,NULL,8.21,NULL,NULL,NULL,NULL,NULL,NULL,0.28,2.81,NULL,NULL,NULL,NULL,NULL,259,19.64,NULL,NULL,NULL,3.1,NULL,NULL,NULL,7.4,NULL,17.7,1
253,มะขามคลุกน้ำตาล,836,"มะขาม, คลุกน้ำตาล",362,NULL,2.6,1.8,NULL,4.3,0.9,104,327,84.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.8,NULL,61.6,1
254,มะขามป้อม,749,มะขามป้อม,66,NULL,0.38,82.2,0.1,0.4,0.5,18,NULL,14.82,21,NULL,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,NULL,243,NULL,NULL,NULL,0.02,NULL,NULL,2.1,NULL,NULL,1
255,มะขามหวาน,750,มะขามหวาน,318,NULL,2.9,13,NULL,4.3,0.8,132,8,73.15,156,NULL,NULL,1.3,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165,13,NULL,75,NULL,NULL,NULL,0.46,NULL,NULL,6.7,NULL,50.9,1
256,มะขามเทศ,748,มะขามเทศ,80,NULL,3.5,78.9,1,0.6,NULL,53,NULL,12.61,NULL,NULL,NULL,1.5,NULL,NULL,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL,44,NULL,NULL,NULL,0.14,NULL,NULL,3.4,NULL,NULL,1
257,มะตะบะ,1720,"มะตะบะ, ไส้ไก่",NULL,264,10,46.1,11.5,2.3,1.43,NULL,493,NULL,NULL,NULL,NULL,NULL,3.45,NULL,NULL,NULL,30.13,NULL,NULL,0.26,2.43,NULL,NULL,NULL,NULL,NULL,NULL,4.84,NULL,78,NULL,2.7,NULL,NULL,NULL,NULL,NULL,NULL,1
257,มะตะบะ,1719,"มะตะบะ, ไส้กล้วย",NULL,237,5.27,53.1,10.63,0.9,1.03,NULL,126,NULL,NULL,NULL,NULL,NULL,3.71,NULL,NULL,NULL,30.13,NULL,NULL,0.06,1.09,NULL,NULL,NULL,NULL,NULL,NULL,5.31,NULL,95,NULL,1.16,NULL,NULL,NULL,NULL,NULL,NULL,1
257,มะตะบะ,1721,"มะตะบะ, ไส้เนื้อ",NULL,281,10.4,44.8,13.8,2.3,1.6,NULL,467,NULL,NULL,NULL,NULL,NULL,3.45,NULL,NULL,NULL,28.73,NULL,NULL,0.19,2.33,NULL,NULL,NULL,NULL,NULL,NULL,5.48,NULL,63,NULL,2.52,NULL,NULL,NULL,NULL,NULL,NULL,1
257,มะตะบะ,1722,"มะตะบะ, ไส้ผลไม้รวม",NULL,255,5.53,42.9,6.57,1.67,1,NULL,316,NULL,NULL,NULL,NULL,NULL,2.38,NULL,NULL,NULL,43.37,NULL,NULL,0.05,0.83,NULL,NULL,NULL,NULL,NULL,NULL,3.03,NULL,46,NULL,0.88,NULL,NULL,NULL,NULL,NULL,NULL,1
258,มะปราง,753,มะปราง,50,NULL,0.4,86.6,NULL,0.2,0.3,9,NULL,11.3,230,NULL,NULL,0.5,NULL,NULL,0.05,NULL,NULL,NULL,198,NULL,NULL,NULL,NULL,NULL,NULL,4,19,NULL,60,NULL,NULL,NULL,0.11,NULL,NULL,1.5,NULL,17,1
672,มะพร้าว,754,"มะพร้าวอ่อน, เนื้อ",47,NULL,1.4,90.2,3,0.9,0.55,6,13,2.86,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,381,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,1.6,0.25,3,1
263,มะม่วง,770,"มะม่วงหิมพานต์, ผล, สุก",48,NULL,0.8,87,0.4,0.3,NULL,11,NULL,8.9,258,NULL,NULL,0.5,NULL,NULL,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,22,NULL,54,NULL,NULL,NULL,0.02,NULL,NULL,2.6,NULL,NULL,1
263,มะม่วง,771,"มะม่วงหนังกลางวัน, สุก",NULL,85,0.5,78.7,0.15,0.35,0.31,25,NULL,NULL,NULL,NULL,NULL,0.8,NULL,NULL,0.07,NULL,20.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,34,NULL,NULL,NULL,0.07,NULL,NULL,NULL,NULL,NULL,1
263,มะม่วง,764,"มะม่วงทะวาย, ดิบ",NULL,80,0.9,79.6,0.1,0.6,0.8,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09,NULL,18.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,40,NULL,NULL,NULL,0.02,NULL,NULL,NULL,NULL,NULL,1
263,มะม่วง,763,"มะม่วงทองดำ, สุก",NULL,82,0.6,79.1,NULL,0.4,0.4,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05,NULL,19.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,25,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,1
263,มะม่วง,757,"มะม่วงแก้ว, ดิบ",75,NULL,0.62,79.6,0.19,0.43,0.6,13,3,16.15,219,NULL,14,0.35,NULL,NULL,0.04,0.06,NULL,NULL,126,NULL,NULL,NULL,NULL,NULL,NULL,9,18,NULL,39,NULL,NULL,NULL,0.06,NULL,0.6,3,0.04,NULL,1
263,มะม่วง,772,"มะม่วงอกร่อง, สุก",75,NULL,0.59,80.4,0.19,0.43,0.28,10,44,17.15,59,NULL,8,1.7,0.06,NULL,0.06,0.06,NULL,NULL,184,0.03,0.01,NULL,NULL,NULL,NULL,15,5,0.05,8,NULL,NULL,0.03,0.04,NULL,0.9,1.2,0.07,12.86,1
263,มะม่วง,769,"มะม่วงแรด, ดิบ",72,NULL,0.5,80.8,0.2,0.4,0.21,12,76,15.94,34,NULL,8,0.32,NULL,NULL,0.05,0.11,NULL,NULL,125,NULL,NULL,NULL,NULL,NULL,NULL,13,3,NULL,22,NULL,NULL,NULL,0.04,NULL,1.2,2.2,0.08,7.78,1
263,มะม่วง,768,"มะม่วงพิมเสนมัน, ห่าม",NULL,93,0.7,77,0.5,0.4,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04,NULL,21.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,34,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,1
263,มะม่วง,767,"มะม่วงพิมเสนมัน, สุก",NULL,64,1,83.9,0.2,0.3,NULL,25,NULL,NULL,3,NULL,NULL,0.8,NULL,NULL,0.05,NULL,14.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,268,NULL,13,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,1
263,มะม่วง,762,"มะม่วงทองดำ, ดิบ",NULL,86,0.65,78.8,0.39,0.3,0.35,22,NULL,NULL,NULL,NULL,NULL,0.3,NULL,NULL,0.07,NULL,19.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,34,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,1
263,มะม่วง,766,"มะม่วงพิมเสนมัน, ดิบ",87,NULL,0.85,77.7,0.5,0.3,NULL,14,NULL,18.86,148,NULL,NULL,0.6,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,12,NULL,30,NULL,NULL,NULL,0.04,NULL,NULL,1.8,NULL,NULL,1
263,มะม่วง,765,"มะม่วงน้ำดอกไม้, สุก",73,NULL,0.65,81,0.23,0.4,0.2,5,3,16.64,593,NULL,8,1.8,NULL,NULL,0.06,0.09,NULL,NULL,141,NULL,NULL,NULL,NULL,NULL,NULL,16,49,NULL,10,NULL,NULL,NULL,0.11,NULL,0.7,1.1,0.09,14.66,1
263,มะม่วง,761,"มะม่วงตับเป็ด, สุก",NULL,93,1.07,76,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08,NULL,22.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,45,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,1
263,มะม่วง,760,"มะม่วงเขียวเสวย, สุก",NULL,82,0.5,80.2,0.8,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05,NULL,18.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,1
